activation_payload_id	payload_version	source_mode	strategy_label	chain_id	sample_index	H0_value	H0_basin_label	branch_label	sticking_score	separation_metric	transition_indicator	regime_label	z_axis	bao_axis	planck_axis	display_group	source_reference	claim_boundary
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	10	62.407143	low_H0	A	0.071590558	0.150000000	0.006293624	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	11	62.692857	low_H0	A	0.098378308	0.150000000	0.007604145	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	12	62.978571	low_H0	A	0.132458490	0.150000000	0.009185034	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	13	63.264286	low_H0	A	0.174741917	0.150000000	0.011090914	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	14	63.550000	low_H0	A	0.225866198	0.150000000	0.013386918	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	15	63.835714	low_H0	A	0.286050185	0.150000000	0.016150470	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	16	64.121429	low_H0	A	0.354952364	0.150000000	0.019473261	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	17	64.407143	low_H0	A	0.431553616	0.150000000	0.023463378	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	18	64.692857	low_H0	A	0.514086613	0.150000000	0.028247526	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	19	64.978571	low_H0	A	0.600032365	0.150000000	0.033973218	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	20	65.264286	low_H0	A	0.686198723	0.150000000	0.040810750	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	21	65.550000	low_H0	A	0.768886050	0.150000000	0.048954684	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	22	65.835714	low_H0	A	0.844133051	0.150000000	0.058624441	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	23	66.121429	low_H0	A	0.908022638	0.150000000	0.070063503	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	24	66.407143	low_H0	A	0.957016210	0.150000000	0.083536537	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	25	66.692857	low_H0	A	0.988277162	0.150000000	0.099323683	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	26	66.978571	low_H0	A	0.999942604	0.150000000	0.117711154	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	27	67.264286	low_H0	A	0.991307136	0.150000000	0.138977388	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	28	67.550000	low_H0	A	0.962893466	0.150000000	0.163374240	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	29	67.835714	low_H0	A	0.916400030	0.150000000	0.191103294	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	30	68.121429	low_H0	A	0.854532917	0.150000000	0.222288257	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	31	68.407143	low_H0	A	0.780745242	0.150000000	0.256945621	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	32	68.692857	low_H0	A	0.698918832	0.150000000	0.294957133	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	33	68.978571	low_H0	A	0.613028953	0.150000000	0.336048774	regime_1				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	34	69.264286	transition	A	0.526831917	0.150000000	0.379781396	transition				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	35	69.550000	transition	A	0.443608661	0.150000000	0.425557483	transition				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	36	69.835714	transition	A	0.365986278	0.150000000	0.472646385	transition				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	37	70.121429	transition	A	0.295846500	0.150000000	0.520227050	transition				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	38	70.407143	transition	A	0.234317603	0.150000000	0.567443583	transition				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	39	70.692857	transition	A	0.181836157	0.150000000	0.613465941	transition				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	40	70.978571	transition	A	0.138258684	0.150000000	0.657546804	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	41	71.264286	high_H0	A	0.103001000	0.150000000	0.699066622	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	42	71.550000	high_H0	A	0.075184326	0.150000000	0.737561621	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	43	71.835714	high_H0	A	0.053771237	0.150000000	0.772733260	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	44	72.121429	high_H0	A	0.037679887	0.150000000	0.804441033	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	45	72.407143	high_H0	A	0.025870570	0.150000000	0.832682875	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	46	72.692857	high_H0	A	0.017403607	0.150000000	0.857568282	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	47	72.978571	high_H0	A	0.011471214	0.150000000	0.879288991	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	48	73.264286	high_H0	A	0.007408262	0.150000000	0.898090939	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	49	73.550000	high_H0	A	0.004687703	0.150000000	0.914249898	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	50	73.835714	high_H0	A	0.002906302	0.150000000	0.928051915	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	51	74.121429	high_H0	A	0.001765462	0.150000000	0.939778742	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	52	74.407143	high_H0	A	0.001050782	0.150000000	0.949697811	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
strategy_ab_activation_synthetic_proxy_payload_v1	v1	SYNTHETIC_PROXY	Strategy_A	pseudo_chain_A	53	74.692857	high_H0	A	0.000612779	0.150000000	0.958056024	regime_2				Strategy A/B synthetic proxy activation	/Users/fujikijunichi/Desktop/MAXOMEGA/_paper_journal/paper_20260305_102018_audit_sensitivity/_STRATEGY_AB_PROXY_EMULATOR_ACTIVATION_SYNTHETIC_PROXY_RULE_REVIEW_FREEZE_V1_20260614_092028	diagnostic_proxy_emulator_only
